disk_total_id,fail_time
523,12009.094444444445
1483,12747.373333333333
1491,14235.801944444445
572,14575.936666666666
581,16377.116666666667
583,14304.493055555555
1840,13438.496944444445
1844,16933.516944444447
1985,7767.899166666667
386,2214.3397222222225
2040,4597.7425
631,5168.448055555556
2087,12994.996666666666
2090,5270.703611111111
1679,13406.291388888889
586,14400.116666666667
590,9254.942500000001
202,522.5186111111112
1574,16209.035
681,9129.291944444445
676,13088.538611111111
683,7045.195555555556
3299,8966.897222222224
2136,611.6902777777777
731,14892.027777777777
735,14616.574722222222
807,13370.273333333333
815,15645.176666666666
818,16892.685
815,13350.410277777777
781,17149.744444444448
782,14122.709722222222
780,16817.972222222223
784,13426.92861111111
780,15389.627777777778
2149,15500.660833333333
2151,11581.38
833,3453.5480555555555
892,11777.275833333333
433,9628.9175
111,10713.608888888888
598,10881.86
610,11373.965277777777
944,6801.39
997,8994.425277777778
951,16177.599722222221
1049,14525.89138888889
1943,15807.680277777778
1949,4629.764722222223
1992,14468.1225
1998,14957.451666666666
2187,15147.806388888888
2193,10940.214166666667
1097,5079.524444444444
2243,16642.04888888889
2247,15619.389444444445
1632,3912.545
1021,12312.485833333334
396,11544.558055555555
162,14459.980277777779
163,15746.42
1730,14979.43888888889
1731,12559.094722222222
1739,13259.021944444445
2300,12772.083888888888
1955,1576.7852777777778
1958,15215.013888888889
2344,9454.505555555555
2350,14913.478055555555
2392,1424.6866666666667
2395,13965.923333333334
2398,13182.805555555555
1027,805.855
1027,16754.02888888889
1038,17337.139444444445
1038,205.2125
284,15084.873055555556
1144,12712.797777777778
1146,17361.034166666668
1147,12489.15
2045,7942.8775
2411,14169.901666666667
2409,11486.345833333333
2415,13070.179166666667
1496,10961.04
1197,16120.940277777778
1196,14096.117222222223
1327,13035.298888888889
1332,13884.294166666667
2056,10847.658055555556
741,13518.863055555556
742,12980.191944444445
744,14855.926944444445
753,12852.569166666666
1345,15912.698333333334
1347,14864.121944444445
2456,15806.504722222222
2501,17122.04277777778
2502,12180.515277777778
209,12921.788333333334
2554,14551.500555555556
1117,10617.050277777778
803,15317.951111111111
