disk_total_id,fail_time
1171,3734.371111111111
5791,16160.007777777777
4711,9465.176111111112
5912,13129.471666666666
5260,14922.191944444445
5465,13371.704166666666
5854,14292.93
5171,13527.784722222223
6150,12989.285555555556
6182,16673.598333333335
5177,12979.226944444445
5856,11581.199444444444
2671,12669.109722222222
6153,9111.1275
6155,9029.460833333334
5763,11597.02861111111
5528,13211.024722222222
6300,17483.19777777778
5917,12571.705833333333
5469,14786.115
6332,14348.452222222222
822,6320.579722222222
823,6320.579722222222
824,6320.578888888889
4687,7672.751388888889
5474,13587.78
5185,11797.950277777778
6156,14277.038888888888
2169,8562.518611111112
5769,13420.537222222221
3999,11356.06111111111
5480,13587.78
5922,13367.52
6400,12669.592222222222
6401,11839.006944444445
5620,12598.3725
6160,13879.175555555556
5864,10792.788611111111
969,6927.122777777778
5559,14297.875555555556
5139,14959.845
5021,15418.430833333334
5593,14716.21388888889
5628,16016.364166666666
1929,12190.659166666666
5027,15026.256388888889
3942,6547.576388888889
2626,13094.641111111112
5142,14911.180555555555
5144,16252.45638888889
5873,12510.074444444444
6229,12159.691666666668
5298,14920.766666666666
5566,14227.954722222223
5145,14659.263888888889
5303,16200.43638888889
4875,9829.89
4008,5050.9413888888885
5874,10828.705277777777
6168,12595.535555555556
6199,13980.702222222222
5778,10973.94611111111
3532,14090.568333333333
2785,4133.133611111111
978,9322.849166666667
5481,14779.120833333332
5929,15555.777222222223
3507,7798.3525
3508,7798.3525
88,6020.017777777778
6263,17065.496388888892
3956,6358.693333333334
5276,12858.347222222223
4050,1559.9466666666667
5635,10551.791111111112
5757,16765.443611111114
5932,11778.541388888889
5153,15723.750277777777
6209,13610.855277777779
4949,10385.193055555555
6176,13438.097777777777
6117,14924.931944444445
5637,13063.599722222221
5638,12967.305
