disk_total_id,fail_time
1059,6790.340833333334
1058,16094.489444444445
1061,12142.612777777778
1072,14363.079166666666
990,10891.905555555555
2984,7731.330555555555
3003,9147.439166666667
3007,195.10305555555556
3008,9147.439166666667
3011,9147.439166666667
1095,6988.1641666666665
1100,14713.781388888889
1102,15570.575
1105,14724.078611111112
159,11771.245277777778
162,7771.747777777778
163,12035.080833333333
163,11771.2675
1133,11215.03611111111
1135,12924.894722222221
3086,6723.401666666667
1155,13295.541666666666
1158,16220.552777777777
1162,16378.505277777778
1161,12988.538888888888
1003,3453.4855555555555
1004,3453.485
3097,5331.336388888889
3101,3363.3386111111113
3132,1995.2288888888888
3146,819.0363888888888
3147,9291.063055555556
3149,11499.066944444445
3152,9291.063055555556
3153,9291.063055555556
3155,9291.063055555556
3156,9291.063055555556
1192,10483.107222222223
3169,5763.2475
3171,5763.248333333333
3172,12171.548055555555
3174,5763.246388888889
3176,5763.245555555555
1219,15165.434444444445
3191,5331.2525
3193,10059.14361111111
3197,5331.254722222222
3676,8193.278055555556
3680,8193.1125
3202,6315.08
3234,5691.353888888889
3239,5907.351388888889
3241,3051.436388888889
3243,5331.339722222222
3244,5763.347777777778
1251,14231.327777777778
1259,13584.205833333333
3265,10059.355277777779
1270,15604.405277777778
1284,13145.65888888889
3286,4587.052777777778
3288,5331.485833333333
3309,10035.06
1288,14128.596666666666
3311,5331.513888888889
3313,5331.510555555556
3314,5331.503055555556
3315,5331.505833333334
3316,5331.504444444445
3317,5331.508888888889
3318,5331.511944444444
3319,5331.501388888889
3320,9747.079444444444
3321,5331.497777777778
1026,12279.193055555555
1030,12921.467777777778
1031,13137.243888888888
1298,16402.618611111113
1299,16402.629444444443
2568,987.4152777777778
1034,14359.252222222221
1310,15161.251666666667
1315,15561.908611111112
3356,9147.491111111112
3359,2139.4297222222226
3363,9147.491111111112
3388,5331.2444444444445
3389,5331.245555555555
3390,5907.245277777778
3392,5331.241944444444
3393,12315.496388888889
3394,5331.243888888889
3395,5331.245
1366,13347.435
1365,17019.282222222224
1402,16271.625277777777
1399,13359.654166666667
1400,13262.292222222222
1408,14929.175277777778
1410,14976.273333333333
1409,16358.635277777777
1414,16380.434444444445
1431,16964.199722222223
1442,14959.232777777777
1448,15118.4475
3474,5595.491388888889
2908,5187.470555555556
1455,10906.646666666667
1464,1742.0330555555556
1469,1742.0344444444445
1477,14635.38361111111
1479,15640.452222222222
3531,6291.345833333334
3535,7323.337777777778
3539,6435.3452777777775
