disk_total_id,fail_time
16,1837.9283333333333
22,12279.209444444445
1843,7810.0552777777775
1846,7810.053888888889
128,12279.21361111111
131,15506.178333333333
2000,5727.84
2083,4236.729722222222
2086,7810.204722222222
2087,3951.108333333333
240,7810.330277777778
241,7810.431666666666
242,7810.301111111111
245,4582.25138888889
246,7810.087777777778
2112,8891.176666666668
744,4236.713055555556
745,5497.202222222222
746,4741.561388888889
748,4338.368611111112
749,5591.868611111111
750,4668.049444444445
1737,7810.183888888889
1739,7810.173055555556
1740,7810.276944444445
1741,7809.9575
1743,7810.225277777778
401,7810.0075
402,7810.145
405,5090.947777777777
400,7810.102222222222
2497,7827.8694444444445
1752,7810.461944444444
1756,7809.905555555555
1757,7810.008055555556
2009,3115.5466666666666
2010,5627.035277777778
2015,6642.050833333334
1307,4314.0408333333335
1310,2898.5397222222223
2832,6904.8875
2833,7316.725833333333
2834,4698.868611111111
2835,8097.894166666667
2837,5531.535833333333
2839,4654.036944444445
2998,17322.20138888889
3027,3931.7008333333333
3028,3929.4527777777776
3026,4125.208611111111
3028,16479.367777777778
3139,12279.195833333333
2474,12279.246944444445
962,3237.2908333333335
966,7810.2775
960,7810.182777777778
3492,7810.268055555555
3637,12279.191111111111
3501,4285.701944444445
3761,15417.170833333334
3765,14073.304166666667
970,7810.2891666666665
972,7810.315833333333
968,5014.59
3827,12279.213055555556
2840,7858.2025
2841,5582.201666666667
2844,4700.701944444444
2847,5310.701944444444
5153,1323.2547222222222
2715,9411.49888888889
2714,9411.465277777777
2714,10931.052222222223
2712,9411.49888888889
3893,4697.036944444444
3894,4343.37138888889
3895,4654.050833333334
3032,4724.964166666667
4002,8236.061666666666
537,4358.701944444445
538,4530.701944444445
540,5727.818333333334
1608,5727.908888888889
1609,4574.797777777779
1610,4627.701944444445
1611,4820.368888888889
1612,7810.1194444444445
1614,8049.947222222222
1615,8025.925277777777
4134,13384.212777777779
4241,7810.280277777778
0,3580.947777777778
2088,7810.403888888889
2093,7810.335555555555
2095,5114.7025
1331,7810.438611111111
1328,7810.305
4252,7810.247777777778
4254,7810.215
1472,5714.3175
4521,9200.765000000001
4526,5916.5616666666665
1543,11097.646666666667
1584,12709.678333333333
1585,12279.170555555556
184,15325.50111111111
189,7810.3825
190,7810.455833333333
191,7809.914444444445
4787,7178.383055555556
4816,4697.546666666667
4817,5423.368888888889
4819,7810.140277777778
4820,5727.858055555555
4826,4285.701944444445
4828,3084.8777777777777
4831,5123.8788888888885
1770,7809.958055555556
1772,7809.958611111111
1774,7810.256111111111
2894,14289.276944444444
712,12279.190277777778
4898,5790.050833333334
4899,3115.793888888889
4902,4654.048888888889
1336,7809.8711111111115
1337,7810.258055555556
1340,7810.133055555556
1341,7810.115
89,1726.3869444444445
91,3444.9319444444445
1848,7810.440277777778
1642,4655.868888888889
1645,8025.845555555556
1646,5418.701944444444
1947,12933.244166666667
5092,16018.603333333333
1744,7809.934444444444
1761,7810.321388888889
1765,7810.026111111111
4906,8050.131666666667
4907,6552.245833333333
4910,5364.049166666667
4911,3377.382222222222
4973,10305.287222222221
4975,10065.325555555555
376,8470.466666666667
4571,11138.796666666667
3897,4776.868055555556
3899,7810.018888888889
3900,6545.3775
3901,6683.548611111111
3902,5729.540555555555
408,7809.872222222222
411,7809.994722222223
409,7809.922222222222
414,7809.991666666667
415,7810.199722222223
5122,17287.76777777778
