disk_total_id,fail_time
433,17389.303055555556
439,16127.50138888889
442,6802.516944444445
446,16198.40111111111
448,16650.334722222226
451,6759.018888888889
460,13161.29361111111
470,6372.2425
485,15236.234722222222
489,5435.116388888889
495,17158.96861111111
506,12798.8
537,17068.234722222223
546,9253.48527777778
615,4900.809444444444
627,16618.50138888889
633,12793.738333333333
647,6469.247777777778
654,6828.941944444445
654,14765.201388888889
665,6737.3375
704,5075.396111111111
728,6195.540555555555
740,11258.034166666666
773,15668.3375
778,7810.012222222223
796,4984.11
821,16775.668055555558
860,6094.806666666666
868,14104.767777777777
897,17129.16777777778
919,5253.824444444444
948,9501.725555555555
1005,16026.50138888889
1018,16643.834722222226
1048,12159.031388888889
1050,8797.190833333334
1054,17175.334722222226
1059,15653.434444444445
1113,12346.857777777777
1118,15244.768333333333
1136,13287.241944444444
1137,5253.706111111111
1142,16943.069444444445
247,6927.401666666667
1190,5594.077222222222
1214,15266.168055555556
1241,16663.26777777778
1245,13988.801666666666
1249,7550.136944444444
1252,4957.598333333333
1266,6030.886944444444
1288,7810.125277777778
1302,16418.334722222222
1339,5619.794722222222
1356,16641.37166666667
1359,15183.50138888889
1360,10733.246111111112
1380,10246.453055555556
1385,16183.601111111111
1394,5483.384722222222
1439,5726.894166666667
1474,6069.303611111111
1482,7810.307222222223
1511,7254.476944444445
1564,5571.978611111111
1569,13425.644444444444
366,11177.183611111112
1584,12346.819166666666
1587,5807.483888888889
1589,5726.894722222222
1594,11569.299166666666
1604,11286.8
1624,4731.440833333333
1637,8797.923333333334
1680,12729.320555555556
1690,5353.067222222222
1691,5726.895
1714,12279.243055555555
1723,6060.573888888889
1744,6068.232222222222
1754,16910.65805555556
1765,15742.234444444444
1777,5672.913888888889
1798,5796.805833333333
1798,15126.568611111112
1819,5478.589722222222
1845,15518.010277777777
1850,6262.919722222222
1865,10898.893055555556
1877,14385.068888888889
1909,11891.93
367,9098.40277777778
1913,17076.80166666667
1920,7848.747222222222
1929,7810.3125
1934,5855.7138888888885
1939,4957.523055555555
1982,7810.427777777778
1984,6089.898055555555
2020,9184.695277777779
2023,5469.288333333333
2027,6873.21
2032,5649.261388888889
2037,6427.126388888889
2039,8220.162777777778
2056,11552.711666666666
2057,5253.663888888889
2057,6706.793611111111
368,12574.547222222222
2096,17512.268055555556
2097,4709.930833333333
2103,5470.355555555556
2147,14205.634444444444
133,7816.299166666667
2158,6927.4075
2192,9197.585000000001
2209,9871.035277777777
2222,14784.167777777779
2223,14571.701388888889
325,8367.595555555557
2263,6417.920277777778
2271,9180.740833333335
2312,5253.688055555555
2320,15101.301944444445
2348,6117.741111111111
2358,6068.2763888888885
2371,5726.894722222222
2374,7186.721388888889
2389,13185.673888888889
2398,5479.328888888889
2398,15636.534444444444
2401,5253.661388888889
2416,14785.925277777778
2421,7810.110555555556
2431,6068.293611111111
2440,13450.076388888889
153,7830.392777777778
2457,12803.203333333333
2462,5432.506111111111
2476,6498.915555555555
2489,5725.433888888889
2521,17126.46861111111
2570,5493.9863888888885
2618,10310.021111111111
2632,13391.546944444444
2687,13342.521666666667
2703,7270.560833333333
2715,7287.884444444445
2722,16515.668055555554
2744,5262.481944444445
2771,6863.251111111111
2779,8859.102222222224
2780,5630.739722222223
175,7299.188888888889
2883,6747.106388888889
2899,6366.586944444444
2925,7505.719444444445
2927,16811.86777777778
2950,11140.423888888889
2981,15482.667777777779
3016,7849.0055555555555
3028,7438.6016666666665
3032,10713.30388888889
3033,7081.925277777777
3114,11022.694444444445
3128,5649.261111111111
3130,5402.218333333333
3136,6784.357222222222
3136,15208.201111111111
3161,11013.770555555555
3178,15494.90138888889
3275,6356.574166666666
3289,5410.826666666667
3304,6387.763055555555
376,12844.445555555556
3365,15944.668333333333
3369,7810.448611111111
3378,15036.834722222222
3415,5505.640555555556
3433,5374.650277777778
3443,17199.635555555556
3459,9792.845555555556
3498,14885.868333333334
3506,6852.044166666667
3575,5328.584722222222
3609,4676.636944444444
3624,7385.465
