disk_total_id,fail_time
405,9355.380277777778
433,7809.8822222222225
244,11637.205277777777
702,7835.300555555556
369,8595.228055555557
245,14846.902222222223
704,7809.881111111111
291,8267.905833333334
706,7809.908333333334
434,7810.363888888889
378,10872.9925
288,12127.038333333334
354,11386.60861111111
707,7810.0488888888885
380,13727.58111111111
709,6769.868888888889
247,12363.641111111112
830,17330.434444444447
356,15280.034444444444
294,15638.734722222222
248,13106.530833333334
249,13260.633055555556
134,10428.802222222223
440,9220.208055555557
365,15172.368055555555
122,9502.238333333333
716,8074.159722222223
