disk_total_id,fail_time
8089,16294.958611111111
8092,16755.525555555556
8560,6345.7525
8561,16113.0375
8562,6825.538333333333
10957,15541.543055555556
10958,15452.640833333333
11136,11717.733333333334
8736,15420.836666666666
10969,15073.21
9723,16933.63416666667
9720,16931.788333333334
11337,16858.602222222224
3869,5331.500555555555
3874,2811.090833333333
3875,12435.255
8587,14577.09638888889
11427,9624.295833333334
11428,9623.463055555556
11429,9602.394722222221
11431,16079.144722222221
11434,11327.922222222222
10290,14936.78638888889
23232,16257.022777777778
23233,14481.044444444444
23234,17457.0175
23235,17169.014444444445
23236,15393.035555555556
23238,16714.304722222223
23241,16377.042777777779
23242,9129.090555555556
23243,16881.024444444447
20017,4107.166111111111
9123,7011.081111111111
11249,12279.22388888889
11251,12279.235555555555
22466,8331.154722222223
22467,6699.296388888889
22470,9195.145555555557
22471,6627.296388888889
22475,8331.15277777778
3173,4219.944166666667
20394,9411.475555555555
10501,15452.1925
8749,15200.601666666667
9040,7305.349722222222
12870,13947.265277777778
9141,10833.251666666667
12033,12090.43861111111
10310,14834.147222222222
10309,15243.262777777778
9504,14691.068611111112
12876,16814.971944444445
12879,14960.870555555555
12881,16608.38027777778
21708,11451.24
13056,15069.711666666666
11450,9743.433888888889
11454,10007.097222222223
11455,9719.017777777777
1189,898.7919444444444
13068,15179.68638888889
13082,14973.068888888889
9809,15135.819722222222
9808,13509.814722222221
11171,15854.225277777778
9696,6354.761666666666
9700,13887.562222222223
13346,13960.89388888889
11833,299.61861111111114
4794,9387.08888888889
2227,4540.035555555556
13267,7192.186388888889
11460,9599.432777777778
11463,9695.526944444444
11466,10247.051111111112
11468,9626.125555555556
10992,17094.623611111114
11002,16384.043611111112
10886,16402.636666666665
23245,15873.042777777779
23246,6993.398055555555
23248,14529.1
23249,17217.019722222223
23250,17409.038055555557
23253,14553.046388888888
9517,15562.369444444445
12715,17044.34416666667
12719,14951.379166666668
16177,9795.30388888889
5462,6585.4077777777775
9528,7809.900277777778
9792,11394.125555555556
9540,13836.735277777778
13795,9078.515833333335
8798,12465.271111111111
9245,5648.223333333333
9552,15594.968611111111
20953,3051.3416666666667
20961,5331.346111111111
20962,5331.340833333334
20963,5331.3388888888885
12326,14156.047222222222
8064,13279.435555555556
20964,4995.351388888889
20968,5643.2219444444445
20971,5331.3516666666665
20974,5619.219722222222
9987,15612.038611111111
9984,13625.832222222221
11180,12863.737222222222
11589,13857.440555555555
13093,14285.263888888889
12890,13768.197777777777
12891,15195.123055555556
1312,3673.2527777777777
6910,10643.792222222222
14732,3075.0233333333335
10326,14961.961388888889
10330,15079.556666666667
934,2311.026666666667
12910,16477.80722222222
12900,14273.720555555556
4875,9147.046666666667
4881,9147.046666666667
4883,9147.046666666667
12038,13281.3325
12039,15156.998333333333
10334,15063.144444444444
3900,5331.502777777778
3901,2811.090833333333
3904,9075.335555555557
3909,5331.501388888889
11473,10271.318055555555
11474,9791.325555555555
11476,9623.483888888888
11478,13874.381944444445
11481,12938.239722222223
11482,10031.273055555555
10407,13007.965
9739,15608.049722222222
10038,15841.219444444445
11190,15880.609722222222
13108,15138.70611111111
13109,13464.26888888889
13110,14560.867777777778
20693,5403.246388888889
2077,5331.243888888889
2078,9243.084444444445
2079,5331.2425
2081,5331.2444444444445
2083,99.00527777777778
2085,5331.241944444444
5030,5331.196666666667
5034,1707.3025
5036,11307.168055555556
5037,10107.181666666667
12339,15749.086111111112
10044,14043.680555555555
9828,13519.083611111111
9832,15136.371944444445
9829,15023.59
9831,14952.128611111111
8760,14948.611388888889
11017,15390.745277777778
12059,13113.531111111111
9151,4190.958055555556
9163,16714.299444444445
12140,7679.206388888889
9169,17097.021666666667
6403,9939.142777777777
14869,8187.325833333333
9180,11793.105833333333
9188,16858.279444444448
12255,13729.363611111112
12254,4584.725833333334
4671,17336.22666666667
8509,13715.226944444445
9756,15778.432222222222
16575,7611.2988888888885
10349,13398.637222222222
3025,14303.188333333334
9269,6873.4375
9629,14817.047222222222
22516,8329.913055555557
22519,7371.2325
10809,15145.718055555555
11592,12729.336388888889
9846,15363.074722222222
13118,14996.555555555555
7359,5484.890277777778
7359,2587.1769444444444
12629,4976.5575
12919,14987.916111111112
15529,9315.421944444446
15530,10203.424166666666
15534,2811.3966666666665
8237,14881.244166666667
4892,5619.416666666667
10433,13419.98138888889
9768,14920.252777777778
9775,14440.423055555555
12264,16123.272222222222
15844,8907.308611111112
18123,10419.3225
18124,9363.076111111111
18128,6459.4141666666665
13213,9411.967222222222
8428,10772.160277777777
10714,17050.534722222223
8772,15228.75138888889
11214,12267.059166666666
21962,2763.342222222222
8611,6393.515277777778
8614,15585.038333333334
10279,15214.480833333333
10280,13676.130833333333
10272,11158.724722222221
5453,3987.0394444444446
10723,4251.371944444445
10629,17256.866944444446
12354,15830.1025
8161,15021.676944444445
8160,13254.141666666666
10377,16888.65666666667
10368,13241.027222222223
10447,16768.615833333337
10449,16254.005
15919,10971.309722222222
9564,11125.509166666667
22539,10131.150555555556
22540,12411.146111111111
22541,10299.144444444444
22543,10491.145555555555
22546,12339.146944444445
11497,10487.005
11503,9839.736944444445
9079,13287.961388888889
9078,7305.177777777778
10743,16402.669444444444
15541,10203.424166666666
15542,1419.1047222222223
15543,10203.424166666666
15551,10203.424166666666
9781,15720.364166666666
7069,11456.0525
13515,10311.82111111111
10387,16429.680277777778
10380,10951.183611111112
23290,14793.050555555556
8128,15840.736388888889
12156,12729.328333333333
12157,12729.333611111111
12162,12729.283611111112
12160,901.5530555555556
22344,2019.3013888888888
12941,13542.883333333333
12944,16493.46888888889
9095,16439.234722222223
23295,16377.038611111111
23296,15417.021666666667
23297,16041.025277777779
23298,16377.0325
23302,16834.27277777778
13129,14513.701111111111
22252,7827.48
11038,15552.755277777778
11508,9575.016111111112
11509,12465.275555555556
11510,9727.03611111111
11518,12095.276666666667
11519,14433.354166666666
9648,17340.308888888892
9203,10617.062222222223
8077,14947.801944444445
9660,10236.025833333333
9860,14849.747222222222
10069,14770.051666666666
9714,16953.21111111111
9709,14169.377777777778
9708,6213.046944444444
11323,12801.301388888889
10357,13497.995
10358,15121.274722222222
8172,14283.939166666667
12372,15395.012222222222
12373,15584.2075
9865,15125.101111111111
4310,5619.4608333333335
10173,1635.415
255,7971.026666666667
263,8499.026111111112
13142,15782.801388888889
8154,14171.251944444444
9204,16545.035
9206,17481.021111111113
9207,17481.017222222225
9210,17289.030833333334
8628,15009.057777777778
9878,15170.996111111112
9880,13145.725833333334
10452,13174.93888888889
10457,15127.294444444444
10453,12323.337222222222
