disk_total_id,fail_time
1409,7810.218611111111
1414,7810.165277777778
1340,7810.445
1341,2483.4580555555553
1972,7809.985
2355,15801.034444444444
421,7809.915555555555
416,4941.0569444444445
113,4384.922500000001
115,4782.945833333333
112,5158.469722222222
1645,4655.620277777778
1921,4289.569166666667
2531,7810.085
2534,4241.679444444445
2578,6592.377777777778
2581,2435.866388888889
1283,5200.884166666667
1417,7810.4077777777775
1419,2613.6294444444443
1996,4608.803333333334
2691,7810.027777777777
2750,7810.311944444445
1719,7810.248888888889
728,5537.647777777778
121,7810.163055555556
124,7809.964166666667
2193,7810.215277777777
2199,7809.920555555555
2644,7954.0975
2643,7227.4575
64,10820.833333333334
2701,12346.848333333333
1121,4379.241111111111
1125,2676.0983333333334
1120,6625.418611111111
2704,7810.181111111111
2710,7810.433055555555
1137,5391.534722222223
1141,7121.623611111111
1143,2634.108333333333
1755,7810.402222222222
1756,7810.384722222222
1759,4844.723055555555
1428,2054.6227777777776
2754,11331.118611111111
2040,12346.849166666667
2205,7810.0986111111115
2589,2076.200277777778
2591,4738.733611111111
130,2531.954166666667
131,15876.1025
135,7810.062777777778
1481,3561.5158333333334
1186,4378.785833333334
1663,4835.0475
2213,2483.1694444444443
2001,1671.2780555555555
2818,2296.4588888888893
137,3517.836388888889
141,2634.4508333333333
139,2349.4475
1603,7810.4675
1607,7810.004722222222
744,7810.463055555556
3093,7810.3
1578,4957.440555555556
1581,7810.468333333333
3040,7809.869722222223
3047,7809.876388888889
2216,6944.136944444444
2228,2282.063055555556
1103,7857.948055555556
2592,3060.778333333333
1076,7810.293611111111
1072,7810.2138888888885
2010,11606.679722222223
2011,9183.643611111112
2013,9324.898888888889
2014,12346.813333333334
1664,7810.349722222222
1671,7809.8966666666665
333,2634.4555555555557
3098,2676.117222222222
3102,7810.328611111111
360,7810.105
19,3453.5447222222224
2713,7810.1275
832,12279.19
762,7810.075555555555
148,7810.4141666666665
1929,4308.714722222223
2721,7809.946666666667
2722,7810.123611111111
2726,7810.432222222223
2050,7810.210555555555
2055,7809.9591666666665
2988,6477.024444444444
1434,5460.749722222222
1438,2914.5363888888887
2057,7810.45
1763,7810.014722222222
1765,7810.2988888888885
1766,7810.045277777778
1905,7809.9447222222225
1904,4691.356111111111
1906,7151.064444444444
1910,7810.211111111111
3001,7810.234166666667
944,12279.238611111112
2607,12346.863055555556
371,7809.950833333333
372,3857.6033333333335
1256,5780.097222222223
1677,7810.428888888889
1109,7810.434722222222
1081,7810.374722222222
1083,7810.324166666666
1080,7810.156388888889
1084,7810.1530555555555
866,7810.348055555555
1771,7810.290277777778
1145,7810.108888888889
1146,7810.021111111111
1147,4529.05388888889
872,7220.059166666667
878,7810.350833333333
2322,7752.775277777778
2320,7756.024444444444
2324,7743.3358333333335
612,2341.7875
771,7810.037222222222
2778,7810.153611111111
2781,7810.303611111111
2783,7810.401666666667
400,9745.48
406,7810.261388888889
2786,3933.5138888888887
2791,5129.6594444444445
881,4280.565555555556
887,4835.058888888889
2609,7809.987222222222
2611,7810.425
2613,4835.058888888889
428,7809.882777777778
1617,7810.311388888889
1620,7810.166944444444
1622,7810.357222222222
2166,13014.111666666666
1938,7810.182222222223
2562,7810.390277777778
2566,14646.095
497,15482.509722222223
640,3333.3366666666666
643,7810.1475
647,3858.4327777777776
2683,2557.925277777778
2502,16358.151944444444
2733,7810.235833333333
378,2074.62
381,1701.4605555555556
1690,4674.714722222222
1693,7810.022777777778
1690,3284.2569444444443
1112,8351.63638888889
1115,7810.379722222222
1112,3107.2875
2017,2182.116666666667
2023,7810.386111111111
2795,4350.994166666667
720,15201.209166666667
648,15529.90111111111
1444,7810.441666666667
2026,7810.158888888889
2027,7810.335
2028,7809.910277777778
2024,5195.197777777777
1157,4240.751111111112
276,7809.981388888889
279,3145.4436111111113
777,7810.299444444445
778,7810.118888888889
1945,7810.294444444445
1951,4512.045555555556
1952,7809.919444444445
1957,7810.278611111111
1498,13597.390833333333
1449,7810.3275
1451,7810.1211111111115
1452,7810.026666666667
1163,7809.983333333334
1165,7810.196944444445
432,7810.059444444444
434,7809.928333333333
435,7810.322777777777
439,7810.247222222222
258,11885.288611111111
105,16628.301388888893
384,7810.448055555556
391,7810.188055555555
387,7810.3325
1784,7810.177222222223
1785,2451.1305555555555
1786,4337.059722222223
1216,9727.350277777778
890,7810.044166666667
892,7809.996944444444
1587,2286.6386111111115
1585,2286.638888888889
1584,7810.2908333333335
1586,1815.0408333333332
2739,7810.416388888889
1329,3612.1080555555554
2512,11480.705555555556
441,2542.4661111111113
447,5127.549166666667
2629,7810.161944444444
