disk_total_id,fail_time
14545,16248.748055555556
14552,16371.7
10455,14875.182777777778
24482,2811.041388888889
24485,5763.036388888889
24487,5763.033888888889
24489,5763.037777777778
24490,5331.034722222223
15123,15153.856666666667
15124,15160.767777777777
13133,14957.37611111111
13920,15839.134444444444
13924,13448.795277777777
17671,5979.246388888889
24222,10155.124166666666
24225,7419.12
24630,9147.25638888889
13596,17194.831111111114
12243,10161.112222222222
12388,16401.046388888888
16715,16243.875
16855,14649.016666666666
17003,1176.9519444444445
16862,12455.008055555556
16864,13870.154444444444
16866,13859.748333333333
16867,15737.788055555555
20769,9147.493055555557
17438,10688.708888888888
11247,15033.064722222221
11250,15057.050277777778
11253,6417.831666666667
23946,2403.038888888889
13145,13117.616944444444
13145,16569.146944444445
24373,2811.1477777777777
18160,17087.030833333334
16432,12729.261111111111
16433,13644.359444444444
16439,4751.774166666667
13992,15669.460833333333
9321,15392.174444444445
20604,9147.397777777778
20607,10899.201111111111
20610,9147.397777777778
20613,9147.397777777778
14006,16376.255833333333
13107,14938.568333333333
13104,13502.031666666666
14129,8357.532500000001
17448,15933.333611111111
17453,14020.56361111111
13329,12600.898888888889
15708,15707.284722222223
15716,15733.885833333334
13248,15567.240555555556
10128,13671.782222222222
10137,13647.704722222223
18449,13370.556388888888
18452,16883.50027777778
14280,13749.961944444445
14023,14156.376944444444
23977,6963.134166666667
23980,6579.128055555556
23984,6267.126944444444
23987,5907.123888888889
20772,10635.24888888889
20781,10755.252222222221
14848,15144.135
11688,13249.675
15434,10313.4425
18457,12400.860833333334
18459,12990.505
18463,15961.406111111111
13730,15607.795833333334
10373,16304.310555555556
18024,16624.733055555556
15446,14064.131388888889
2344,4001.3544444444447
18313,15378.351666666667
18317,15591.989722222223
18318,15456.368055555555
11269,15129.054444444444
11274,13953.073055555555
11279,12921.146111111111
9882,5573.339722222222
15151,15879.7525
15154,14267.535
12972,12482.921666666667
12979,12484.972222222223
12980,12482.922222222222
17585,6353.612777777777
8026,9819.327222222222
18184,12729.250833333334
18185,12729.294722222223
