disk_total_id,fail_time
6344,17315.3875
4907,17045.266944444447
4896,12506.80388888889
4622,5047.579722222222
7811,7155.403333333334
3779,15444.46388888889
5678,13091.922222222222
5476,12856.260833333334
5472,13658.268333333333
5480,13352.414444444445
5477,3112.536666666667
4814,13934.832777777778
5501,3453.5291666666667
5509,3117.788611111111
2880,2300.7022222222226
2890,3222.643611111111
4227,17233.27138888889
5549,3453.5358333333334
6718,13855.068611111112
4836,13980.544166666667
6974,13842.701111111111
937,13237.966666666667
6742,15078.068611111112
3231,11814.136111111111
6749,15214.634722222223
6756,12940.956666666667
5814,7449.2427777777775
157,6494.713333333333
2509,15242.528055555556
6195,15037.668333333333
6199,16661.487222222226
4945,16410.128333333334
5691,15467.41111111111
5695,14458.170833333334
6205,14906.649722222222
6210,15035.601111111111
4872,16132.829722222223
4876,16129.8225
4877,16136.597222222223
4882,16130.583888888888
5585,3476.15
5706,15589.596944444444
5703,14285.206944444444
6234,13292.539722222222
5713,15958.408333333333
4530,16905.021111111113
5730,15490.343333333334
5731,16770.631944444445
4582,17313.029166666667
6875,16867.44527777778
7106,15140.350277777778
3985,9357.079722222223
5647,3453.541388888889
5740,13255.655
5737,15035.449444444444
5744,10216.696944444444
5750,17228.955
5754,14307.340277777777
1536,12339.177777777777
4598,10929.110833333334
